,profile_name, subscriber , view , video ,country,category,since, last_subscriber_30 , last_view_30 , min_month_earnings , max_month_earnings , 2016_views , 2017_views , 2018_views , 2019_views , 2020_views , 2021_views , 2022_views , 2023_views , 2024_views , 2016_subscribers , 2017_subscribers , 2018_subscribers , 2019_subscribers , 2020_subscribers , 2021_subscribers , 2022_subscribers , 2023_subscribers , 2024_subscribers 
2600,I Reex I ريكس," 10,795.00 "," 3,034,167.00 ", 16.00 ,Saudi Arabia (SA),Sports,2016," 2,430.00 "," 1,529,850.00 ", 573.00 ," 3,440.00 ", -   ," 3,034,167.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 10,795.00 ", -   , -   , -   , -   , -   , -   , -   
2601,Noor Attiah," 10,759.00 "," 4,700,918.00 "," 7,573.00 ",Saudi Arabia (SA),Entertainment,2013, 630.00 ," 327,780.00 ", 122.00 , 737.00 , -   ," 4,652,238.00 "," 48,680.00 ", -   , -   , -   , -   , -   , -   , -   ," 10,679.00 ", 80.00 , -   , -   , -   , -   , -   , -   
2602,X Rizer," 10,700.00 "," 5,611,125.00 ", 9.00 ,Saudi Arabia (SA),general,2016, -   ," 1,538.00 ", -   , 3.00 , -   , -   , -   , -   , -   , -   , -   ," 5,595,285.00 "," 15,840.00 ", -   , -   , -   , -   , -   , -   , -   ," 10,800.00 ", 100.00 
2603,عجب   معلومة," 10,600.00 ", -   , -   ,Saudi Arabia (SA),People & Blogs,2017, -   , -   , -   , -   , -   ," 2,907,877.00 "," 2,907,451.00 ", 426.00 , -   , -   , -   , -   , -   , -   ," 6,637.00 "," 4,558.00 ", 195.00 , 100.00 , 100.00 , 100.00 , -   , 100.00 
2604,Mr King. Ksa," 10,527.00 "," 4,694,834.00 ", 11.00 ,Saudi Arabia (SA),Entertainment,2014," 10,527.00 "," 4,694,834.00 "," 1,760.00 "," 10,600.00 ", -   ," 4,694,834.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 10,527.00 ", -   , -   , -   , -   , -   , -   , -   
2605,X Sooss," 10,500.00 "," 4,931,288.00 ", 34.00 ,Saudi Arabia (SA),Music,2012, -   , 458.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   ," 4,910,650.00 "," 11,726.00 "," 8,912.00 ", -   , -   , -   , -   , -   , -   ," 10,500.00 ", -   , -   
2606,Hafida Lharti," 10,500.00 "," 2,061,337.00 ", 287.00 ,Saudi Arabia (SA),People & Blogs,2021, 300.00 ," 88,604.00 ", 33.00 , 199.00 , -   , -   , -   , -   , -   , -   , -   ," 343,304.00 "," 1,718,033.00 ", -   , -   , -   , -   , -   , -   , -   ," 4,790.00 "," 5,710.00 "
2607,Shafa Gamer," 10,400.00 "," 14,819.00 ", 31.00 ,Saudi Arabia (SA),Gaming,2014, -   , 2.00 , -   , -   , -   ," 1,667,669.00 "," 1,563,312.00 "," 82,547.00 "," 65,944.00 "," 3,245,938.00 "," 1,637.00 ", 145.00 ," 14,665.00 ", -   ," 2,883.00 "," 7,806.00 "," 10,689.00 ", -   , -   ," 10,500.00 ", 100.00 , -   
2608,صوافن للإنتاج والتوزيع الإعلامي," 10,400.00 "," 7,024,536.00 "," 1,025.00 ",Saudi Arabia (SA),Music,2015, -   ," 25,154.00 ", 9.00 , 56.00 , -   ," 1,797,605.00 "," 1,270,142.00 "," 1,402,451.00 "," 620,949.00 "," 898,428.00 "," 350,699.00 "," 323,616.00 "," 360,646.00 ", -   , -   , -   , -   , -   , -   ," 9,640.00 ", 360.00 , 400.00 
2609,Leon," 10,400.00 "," 3,224,047.00 ", 298.00 ,Saudi Arabia (SA),Gaming,2011, 300.00 ," 97,974.00 ", 36.00 , 220.00 , -   , -   , -   , -   , -   , -   , -   ," 2,119,768.00 "," 1,104,279.00 ", -   , -   , -   , -   , -   , -   , -   ," 4,720.00 "," 5,680.00 "
2610,الزول المحترف," 10,500.00 "," 1,692,705.00 ", 677.00 ,Saudi Arabia (SA),Gaming,2012, 100.00 ," 8,774.00 ", 3.00 , 19.00 , -   , -   , -   , -   , -   , -   , -   ," 1,538,182.00 "," 154,523.00 ", -   , -   , -   , -   , -   , -   , -   ," 10,200.00 ", 300.00 
2611,كاسبر Casper L," 10,348.00 "," 2,429.00 ", 10.00 ,Saudi Arabia (SA),Gaming,2015, 60.00 , 300.00 , -   , -   , -   ," 2,429.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 10,348.00 ", -   , -   , -   , -   , -   , -   , -   
2612,"علاء الدين محمد"," 10,300.00 "," 223,077.00 ", 92.00 ,Saudi Arabia (SA),Education,2013, -   ," 1,384.00 ", -   , 3.00 , -   , -   , -   , -   ," 48,786.00 "," 82,544.00 "," 50,142.00 "," 24,014.00 "," 17,591.00 ", -   , -   , -   , -   ," 10,000.00 ", 100.00 , 100.00 , -   , 100.00 
2613,Hilali Note," 10,200.00 "," 1,301,712.00 ", 555.00 ,Saudi Arabia (SA),Sports,2016, -   , 189.00 , -   , -   ," 655,105.00 "," 446,852.00 "," 59,928.00 "," 47,960.00 "," 34,236.00 "," 22,978.00 "," 12,995.00 "," 18,263.00 "," 3,395.00 "," 7,276.00 "," 3,653.00 ", 145.00 , 84.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
2614,Nawaf Algm3an," 10,200.00 "," 449,401.00 ", 8.00 ,Saudi Arabia (SA),People & Blogs,2015, -   , 32.00 , -   , -   , -   ," 1,308,642.00 "," 321,391.00 "," 963,790.00 "," 2,468.00 "," 169,217.00 "," 1,470,923.00 "," 1,187,077.00 "," 29,591.00 ", -   ," 8,218.00 ", 406.00 , 302.00 , 60.00 , 50.00 ," 1,250.00 "," 1,550.00 ", 100.00 
2615,Dahak Ksa," 10,100.00 "," 413,496.00 ", 68.00 ,Saudi Arabia (SA),general,2014, -   , 661.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   , -   ," 404,102.00 "," 9,394.00 ", -   , -   , -   , -   , -   , -   , -   ," 10,200.00 ", 100.00 
2616,Naya Naya Khabar," 10,100.00 "," 2,266.00 ", 2.00 ,Saudi Arabia (SA),News & Politics,2018, -   , -   , -   , -   , -   , -   , -   ," 622,832.00 "," 15,006.00 "," 465,738.00 "," 169,869.00 ", 31.00 , 4.00 , -   , -   , -   , -   , -   , -   ," 10,200.00 ", -   , 100.00 
2617,تيوب العالم World Tube," 10,100.00 "," 13,204,482.00 ", 515.00 ,Saudi Arabia (SA),People & Blogs,2015, -   ," 54,720.00 ", 20.00 , 123.00 , -   ," 12,265,916.00 "," 640,373.00 "," 298,193.00 ", -   , -   , -   , -   , -   , -   ," 8,777.00 ", 950.00 , 373.00 , -   , -   , -   , -   , -   
2618,W.Sports," 10,063.00 "," 663,084.00 ", 15.00 ,Saudi Arabia (SA),Sports,2016, (30.00)," 1,455.00 ", -   , 3.00 , -   ," 718,116.00 "," 8,790.00 "," 63,822.00 ", -   , -   , -   , -   , -   , -   ," 9,605.00 ", 504.00 , 46.00 , -   , -   , -   , -   , -   
2619,كراج سعيد," 10,000.00 "," 1,131,344.00 ", 38.00 ,Saudi Arabia (SA),general,2013, 30.00 ," 6,062.00 ", 2.00 , 13.00 , -   , -   , -   , -   , -   , -   , -   ," 1,039,684.00 "," 91,660.00 ", -   , -   , -   , -   , -   , -   , -   ," 8,870.00 "," 1,130.00 "
2620,اخبار المملكة," 9,997.00 "," 8,549,424.00 ", 511.00 ,Saudi Arabia (SA),People & Blogs,2014, 940.00 ," 869,300.00 ", 325.00 ," 1,960.00 "," 8,043,374.00 "," 506,050.00 ", -   , -   , -   , -   , -   , -   , -   ," 9,444.00 ", 553.00 , -   , -   , -   , -   , -   , -   , -   
2621,Fonzo 212," 9,990.00 "," 1,328,228.00 ", 13.00 ,Saudi Arabia (SA),general,2011, (50.00)," 10,133.00 ", 3.00 , 22.00 , -   , -   , -   , -   , -   , -   ," 1,328,228.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,990.00 ", -   , -   
2622,Lord3adl," 9,950.00 "," 1,696,383.00 ", 2.00 ,Saudi Arabia (SA),Gaming,2016, (10.00), 40.00 , -   , -   , -   ," 64,786.00 "," 676,096.00 "," 868,387.00 "," 455,577.00 "," 36,862.00 "," 9,629.00 "," 416,060.00 "," 1,106.00 ", -   ," 2,397.00 "," 3,288.00 "," 3,005.00 "," 1,910.00 ", 300.00 , 200.00 , 100.00 , 50.00 
2623,كل ما هو جديد," 9,850.00 "," 367,391.00 "," 1,416.00 ",Saudi Arabia (SA),Film & Animation,2017, 50.00 ," 32,976.00 ", 12.00 , 74.00 , -   ," 449,404.00 "," 1,063,827.00 "," 170,174.00 "," 30,327.00 "," 15,903.00 "," 7,006.00 "," 1,669,889.00 "," 300,639.00 ", -   ," 2,804.00 "," 6,133.00 ", 863.00 , 50.00 , 150.00 , 80.00 , 20.00 , 350.00 
2624,Mytv Mytube," 9,800.00 ", -   , -   ,Saudi Arabia (SA),Sports,2015, -   , -   , -   , -   , -   ," 1,432,922.00 "," 12,547.00 "," 1,445,469.00 ", -   , -   , -   , -   , -   , -   ," 10,702.00 ", 236.00 , 166.00 , 200.00 , 100.00 , 70.00 , 80.00 , 50.00 
2625,Abn Masr   إبن مصر," 9,800.00 "," 14,243.00 ", 32.00 ,Saudi Arabia (SA),People & Blogs,2015, -   , 2.00 , -   , -   , -   ," 79,246.00 "," 13,806.00 "," 5,697.00 "," 1,480.00 "," 6,940.00 "," 93,580.00 ", 240.00 , 414.00 , -   , -   , -   ," 8,880.00 ", 120.00 ," 1,000.00 ", 60.00 , 80.00 , 60.00 
2626,المحتويات الشائعة في اليوتيوب," 9,792.00 "," 6,387,152.00 ", 438.00 ,Saudi Arabia (SA),Comedy,2017, 210.00 ," 183,030.00 ", 68.00 , 411.00 , -   , -   ," 6,387,152.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,792.00 ", -   , -   , -   , -   , -   , -   
2627,Ali Oweis," 9,780.00 "," 5,346,490.00 ", 23.00 ,Saudi Arabia (SA),Music,2011, 10.00 ," 12,265.00 ", 4.00 , 27.00 , -   ," 3,640,914.00 "," 385,285.00 "," 315,702.00 "," 191,415.00 "," 267,271.00 "," 76,081.00 "," 442,545.00 "," 27,277.00 ", -   ," 7,367.00 ", 608.00 , 475.00 , 220.00 , 480.00 , 60.00 , 340.00 , 230.00 
2628,Hgamer 30," 9,770.00 "," 646,843.00 ", 433.00 ,Saudi Arabia (SA),Gaming,2012, -   , 986.00 , -   , 2.00 , -   , -   , -   ," 395,912.00 "," 176,118.00 "," 59,237.00 "," 7,236.00 "," 8,340.00 ", -   , -   , -   , -   ," 9,050.00 ", 940.00 , 30.00 , 150.00 , 40.00 , -   
2629,Rashed Media," 9,736.00 "," 2,989,235.00 "," 1,063.00 ",Saudi Arabia (SA),Music,2016," 1,005.00 "," 318,780.00 ", 119.00 , 717.00 , -   ," 944,753.00 "," 1,460,922.00 "," 583,560.00 ", -   , -   , -   , -   , -   , -   ," 5,460.00 "," 2,953.00 "," 1,323.00 ", -   , -   , -   , -   , -   
2630,يـاسـلام نت," 9,720.00 "," 1,342,798.00 ", 23.00 ,Saudi Arabia (SA),People & Blogs,2016, 283.00 ," 49,054.00 ", 18.00 , 110.00 ," 135,119.00 "," 63,035.00 "," 892,719.00 "," 295,415.00 "," 82,580.00 ", -   , -   , -   , -   , 861.00 ," 1,733.00 "," 5,391.00 "," 1,295.00 ", 440.00 , -   , -   , -   , -   
2631,حمزه ," 9,700.00 ", -   , -   ,Saudi Arabia (SA),Gaming,2017, (10.00), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 10,000.00 ", 300.00 
2632,Mr. Naruto," 9,690.00 "," 2,551.00 ", 33.00 ,Saudi Arabia (SA),People & Blogs,2016, (15.00)," 2,183.00 ", -   , 4.00 , -   ," 1,260,039.00 "," 1,237,977.00 "," 20,462.00 ", 624.00 , 327.00 , -   , -   , -   , -   , -   ," 10,040.00 ", 210.00 , 80.00 , 60.00 , -   , -   , -   
2633,مستربن   Mr Bean," 9,680.00 "," 1,204,555.00 ", 10.00 ,Saudi Arabia (SA),Film & Animation,2016, -   , 83.00 , -   , -   ," 810,474.00 "," 67,987.00 "," 274,254.00 "," 135,203.00 "," 16,039.00 "," 23,570.00 "," 8,757.00 "," 2,764.00 "," 1,481.00 "," 4,895.00 "," 4,067.00 ", 639.00 , 329.00 , 30.00 , 80.00 , 50.00 , 40.00 , 50.00 
2634,Mfhd," 9,610.00 "," 3,976,355.00 ", 44.00 ,Saudi Arabia (SA),Music,2011, -   ," 4,512.00 ", 1.00 , 10.00 , -   , -   , -   , -   ," 3,854,588.00 "," 132,465.00 "," 71,672.00 "," 63,239.00 "," 145,609.00 ", -   , -   , -   , -   ," 9,610.00 ", 20.00 , 10.00 , 10.00 , 20.00 
2635,Yasser Alsaadi," 9,570.00 "," 407,847.00 ", 101.00 ,Saudi Arabia (SA),People & Blogs,2013, (10.00), 899.00 , -   , -   , -   , -   , -   ," 308,501.00 "," 53,760.00 "," 21,186.00 "," 11,320.00 "," 9,640.00 "," 3,440.00 ", -   , -   , -   ," 8,770.00 ", 750.00 , 210.00 , 30.00 , 40.00 , 90.00 
2636,عائلة سارينا Sarina Family," 9,580.00 "," 1,900,935.00 ", 114.00 ,Saudi Arabia (SA),general,2017, 50.00 ," 17,209.00 ", 6.00 , 38.00 , -   , -   , -   , -   , -   , -   , -   ," 1,567,812.00 "," 333,123.00 ", -   , -   , -   , -   , -   , -   , -   ," 8,800.00 ", 780.00 
2637,"اجواء"," 9,568.00 "," 1,396,737.00 ", 148.00 ,Saudi Arabia (SA),Music,2016, 510.00 ," 250,500.00 ", 93.00 , 563.00 , -   ," 1,396,737.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,568.00 ", -   , -   , -   , -   , -   , -   , -   
2638,عثمان بوطيب," 9,510.00 "," 1,424,391.00 ", 165.00 ,Saudi Arabia (SA),Science & Technology,2012, -   , 49.00 , -   , -   , -   ," 1,232,662.00 "," 59,528.00 "," 60,947.00 "," 50,255.00 "," 13,385.00 "," 3,799.00 "," 2,075.00 "," 1,740.00 ", -   ," 9,310.00 ", 123.00 , 207.00 , 180.00 , 40.00 , 120.00 , 90.00 , 60.00 
2639,الهيئة العامة للطيران المدني السعودي," 9,480.00 "," 3,431,991.00 ", 235.00 ,Saudi Arabia (SA),Travel & Events,2015, 10.00 ," 3,592.00 ", 1.00 , 8.00 , -   , -   , -   ," 1,752,203.00 "," 195,278.00 "," 307,474.00 "," 203,997.00 "," 57,081.00 "," 915,958.00 ", -   , -   , -   ," 5,750.00 "," 1,500.00 "," 1,030.00 ", 560.00 , 230.00 , 410.00 
2640,Hammad The Nomad," 9,480.00 "," 270,387.00 ", 60.00 ,Saudi Arabia (SA),People & Blogs,2016, -   , 39.00 , -   , -   , -   , -   , -   ," 244,948.00 "," 13,603.00 "," 7,607.00 "," 2,493.00 "," 1,075.00 ", 661.00 , -   , -   , -   ," 10,300.00 ", 100.00 , 290.00 , 190.00 , 130.00 , 110.00 
2641,Tv Plus," 9,441.00 "," 14,890.00 ", 3.00 ,Saudi Arabia (SA),People & Blogs,2014," 2,955.00 "," 197,310.00 ", 73.00 , 443.00 , -   , -   ," 14,890.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,441.00 ", -   , -   , -   , -   , -   , -   
2642,كاليميرو العراقي," 9,432.00 "," 3,972,174.00 ", 80.00 ,Saudi Arabia (SA),People & Blogs,2015," 6,995.00 "," 3,426,582.00 "," 1,280.00 "," 7,710.00 ", -   ," 3,972,174.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,432.00 ", -   , -   , -   , -   , -   , -   , -   
2643,Panoramat," 9,420.00 "," 564,757.00 ", 86.00 ,Saudi Arabia (SA),general,2011, (10.00)," 1,113.00 ", -   , 2.00 , -   , -   ," 125,568.00 "," 134,809.00 "," 28,896.00 "," 115,160.00 "," 78,914.00 "," 52,524.00 "," 28,886.00 ", -   ," 9,292.00 ", 35.00 , 107.00 , 90.00 , 100.00 , 30.00 , 60.00 , 10.00 
2644,عالم القرميد مع ابو فارس مقاول قرميد ," 9,390.00 "," 1,556,369.00 ", 326.00 ,Saudi Arabia (SA),People & Blogs,2018, 70.00 ," 26,660.00 ", 10.00 , 59.00 , -   , -   , -   , -   , -   , -   , -   ," 1,154,299.00 "," 402,070.00 ", -   , -   , -   , -   , -   , -   , -   ," 8,510.00 ", 880.00 
2645,إقلاع الإتحاديين," 9,390.00 "," 3,182,774.00 ", 366.00 ,Saudi Arabia (SA),People & Blogs,2013, -   , 302.00 , -   , -   , -   ," 1,965,408.00 ", -   , -   , -   , -   , -   , -   ," 1,217,366.00 ", -   ," 7,964.00 ", -   , -   , -   , -   , -   , -   ," 1,426.00 "
2646,مطبخ موس," 9,350.00 "," 972,348.00 ", 28.00 ,Saudi Arabia (SA),Howto & Style,2016, (10.00), 316.00 , -   , -   , -   ," 545,522.00 "," 246,615.00 "," 64,428.00 "," 51,825.00 "," 34,247.00 "," 16,079.00 "," 7,438.00 "," 6,194.00 ", -   ," 5,037.00 "," 3,908.00 ", 445.00 , 270.00 , 10.00 , 90.00 , 90.00 , 120.00 
2647,Ta Mi Mi Gamer," 9,340.00 "," 963,210.00 ", 37.00 ,Saudi Arabia (SA),Gaming,2013, -   , 206.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 959,612.00 "," 3,598.00 ", -   , -   , -   , -   , -   , -   , -   ," 9,380.00 ", 40.00 
2648,U.S. Embassy Riyadh," 9,330.00 "," 1,741,532.00 ", 244.00 ,Saudi Arabia (SA),Travel & Events,2010, 50.00 ," 3,227.00 ", 1.00 , 7.00 , -   ," 1,034,653.00 "," 176,380.00 "," 137,147.00 "," 80,512.00 "," 61,212.00 "," 84,923.00 "," 72,010.00 "," 94,695.00 ", -   ," 4,464.00 ", 789.00 , 607.00 , 500.00 , 580.00 , 860.00 , 800.00 , 730.00 
2649,Tops Arabia 2," 9,290.00 "," 301,188.00 ", 17.00 ,Saudi Arabia (SA),Science & Technology,2016, (10.00), 430.00 , -   , -   , -   , -   ," 139,634.00 "," 44,685.00 "," 45,964.00 "," 38,850.00 "," 19,767.00 "," 5,981.00 "," 6,307.00 ", -   , -   ," 9,107.00 ", 143.00 , 150.00 , 60.00 , 60.00 , 50.00 , 60.00 
2650,Kings Tv," 9,228.00 "," 1,669,322.00 ", 22.00 ,Saudi Arabia (SA),News & Politics,2017, 510.00 ," 47,670.00 ", 17.00 , 107.00 , -   ," 1,669,322.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,228.00 ", -   , -   , -   , -   , -   , -   , -   
2651,Feel Feel," 9,210.00 "," 4,386.00 ", 7.00 ,Saudi Arabia (SA),Entertainment,2015, -   , -   , -   , -   , -   , -   ," 16,876.00 "," 1,156,169.00 "," 827,802.00 "," 9,440.00 "," 349,776.00 ", 521.00 , -   , -   , -   ," 3,367.00 "," 4,873.00 "," 1,450.00 ", 80.00 , 170.00 , 100.00 , 130.00 
2652,الخليج الجديد," 9,200.00 "," 4,601,851.00 "," 2,329.00 ",Saudi Arabia (SA),general,2016, -   ," 5,904.00 ", 2.00 , 13.00 , -   , -   , -   ," 1,895,401.00 "," 1,241,920.00 "," 910,369.00 "," 531,764.00 "," 47,410.00 "," 69,807.00 ", -   , -   , -   ," 3,090.00 "," 2,720.00 "," 1,370.00 ", 690.00 ," 1,220.00 ", 110.00 
2653,حاتم الشاطري   القناة الرسمية," 9,130.00 "," 2,108,990.00 ", 18.00 ,Saudi Arabia (SA),Music,2016, 30.00 ," 43,658.00 ", 16.00 , 98.00 , -   ," 355,001.00 "," 190,693.00 "," 185,052.00 "," 137,995.00 "," 335,122.00 "," 192,411.00 "," 266,680.00 "," 446,036.00 ", -   ," 3,586.00 "," 1,526.00 "," 5,112.00 ", -   , -   ," 8,230.00 ", 400.00 , 500.00 
2654,صغار ستار," 9,080.00 "," 2,404,461.00 ", 38.00 ,Saudi Arabia (SA),Entertainment,2016, -   , 175.00 , -   , -   , -   ," 1,569,549.00 "," 573,594.00 "," 110,360.00 "," 80,634.00 "," 56,309.00 "," 18,752.00 "," 7,108.00 "," 2,371.00 ", -   , -   ," 8,283.00 ", 417.00 , 310.00 , 150.00 , 30.00 , 20.00 , 30.00 
2655,Hikmat," 9,040.00 ", 37.00 , 1.00 ,Saudi Arabia (SA),general,2015, (10.00), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 32.00 , 5.00 , -   , -   , -   , -   , -   , -   , -   ," 9,080.00 ", 40.00 
2656,Color Your Life   لون حياتك," 9,039.00 "," 3,395,947.00 ", 198.00 ,Saudi Arabia (SA),People & Blogs,2015," 2,400.00 "," 756,450.00 ", 283.00 ," 1,700.00 ", -   ," 3,395,947.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,039.00 ", -   , -   , -   , -   , -   , -   , -   
2657,M7 Mad," 9,030.00 ", -   , -   ,Saudi Arabia (SA),general,2015, (10.00), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,884.00 "," 5,818.00 ", 58.00 , 30.00 , 350.00 , 150.00 , 130.00 , 70.00 
2658,Mr.Diry," 9,030.00 "," 2,372.00 ", 6.00 ,Saudi Arabia (SA),Gaming,2014, (10.00), 12.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,254.00 ", 118.00 , -   , -   , -   , -   , -   , -   , -   ," 9,100.00 ", 70.00 
2659,T Adventures," 9,010.00 "," 445,897.00 ", 4.00 ,Saudi Arabia (SA),Travel & Events,2007, -   , 3.00 , -   , -   , -   , -   , -   ," 1,052,591.00 "," 24,894.00 "," 349,898.00 "," 1,331.00 ", 608.00 ," 283,629.00 ", -   , -   , -   ," 9,440.00 ", 40.00 , 140.00 , 110.00 , 80.00 , 60.00 
2660,ألق للتصميم  Al8 369," 8,990.00 "," 2,211,591.00 ", 145.00 ,Saudi Arabia (SA),People & Blogs,2011, -   ," 1,877.00 ", -   , 4.00 , -   , -   , -   , -   , -   , -   , -   ," 2,189,177.00 "," 22,414.00 ", -   , -   , -   , -   , -   , -   , -   ," 8,980.00 ", 10.00 
2661,Waleed Sh," 8,970.00 "," 5,342,122.00 ", 195.00 ,Saudi Arabia (SA),general,2013, 50.00 ," 40,694.00 ", 15.00 , 91.00 , -   , -   , -   , -   , -   , -   , -   ," 3,994,537.00 "," 1,347,585.00 ", -   , -   , -   , -   , -   , -   , -   ," 6,720.00 "," 2,250.00 "
2662,شبكة دراما التركية بلس / Pluse," 8,954.00 "," 864,222.00 ", 125.00 ,Saudi Arabia (SA),Film & Animation,2016," 8,954.00 "," 864,222.00 ", 324.00 ," 1,940.00 ", -   ," 864,222.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 8,954.00 ", -   , -   , -   , -   , -   , -   , -   
2663,Mody Almayali   مودي الميالي," 8,952.00 ", -   , -   ,Saudi Arabia (SA),general,2015, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 8,952.00 ", -   , -   , -   , -   , -   , -   , -   
2664,تقنية عبدالله," 8,950.00 "," 760,037.00 ", 35.00 ,Saudi Arabia (SA),Science & Technology,2018, 10.00 ," 4,085.00 ", 1.00 , 9.00 , -   , -   , -   ," 29,596.00 "," 69,844.00 "," 226,753.00 "," 188,425.00 "," 150,050.00 "," 95,369.00 ", -   , -   , -   ," 1,860.00 ", 910.00 ," 2,810.00 "," 1,760.00 ", 990.00 , 620.00 
2665,Xxdmar دمار," 8,940.00 "," 25,545.00 ", 66.00 ,Saudi Arabia (SA),Gaming,2016, -   , 6.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 25,484.00 ", 61.00 , -   , -   , -   , -   , -   , -   , -   ," 8,980.00 ", 40.00 
2666,Cg," 8,900.00 "," 1,086,021.00 ", 51.00 ,Saudi Arabia (SA),People & Blogs,2015, -   , 23.00 , -   , -   , -   ," 407,797.00 "," 226,243.00 "," 145,079.00 "," 128,045.00 "," 588,893.00 "," 1,383,924.00 "," 10,525.00 "," 984,413.00 ", -   ," 2,143.00 ", 797.00 , 410.00 , 350.00 ," 4,860.00 ", 30.00 , 420.00 , 110.00 
2667,قناة رحيمة," 8,877.00 "," 10,947,313.00 ", 432.00 ,Saudi Arabia (SA),Nonprofits & Activism,2011," 1,038.00 "," 537,318.00 ", 201.00 ," 1,210.00 "," 10,947,313.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 8,877.00 ", -   , -   , -   , -   , -   , -   , -   , -   
2668,Mr Awesomest10," 8,868.00 ", -   , -   ,Saudi Arabia (SA),general,2013, (90.00), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 9,095.00 ", 174.00 , 53.00 , -   , -   , -   , -   , -   
2669,Normal Blue," 8,850.00 "," 210,384.00 ", 154.00 ,Saudi Arabia (SA),Gaming,2021, (42.00)," 11,426.00 ", 4.00 , 25.00 , -   , -   , -   , -   , -   , -   , -   ," 210,384.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 8,850.00 ", -   
2670,بشاير البشيري," 8,820.00 "," 2,554,604.00 ", 9.00 ,Saudi Arabia (SA),Music,2012, -   , 276.00 , -   , -   , -   ," 793,556.00 "," 518,959.00 "," 863,629.00 "," 262,058.00 "," 46,583.00 "," 43,085.00 "," 13,716.00 "," 13,018.00 ", -   ," 2,832.00 "," 1,629.00 "," 3,429.00 ", 820.00 , 100.00 , 40.00 , 40.00 , 10.00 
2671,Its Zebro," 8,790.00 ", -   , -   ,Saudi Arabia (SA),Entertainment,2015, (19.00)," 18,876.00 ", -   , 7.00 , -   ," 172,556.00 "," 148,887.00 "," 5,599.00 "," 29,268.00 ", -   , -   , -   , -   , -   ," 3,566.00 "," 5,454.00 ", 180.00 , 50.00 , -   , -   , -   , -   
2672,Group Different," 8,660.00 "," 103,956.00 ", 24.00 ,Saudi Arabia (SA),Music,2012, (10.00), 79.00 , -   , -   , -   ," 1,192,261.00 "," 57,551.00 "," 234,924.00 "," 1,290,160.00 "," 11,366.00 "," 7,586.00 "," 2,991.00 "," 2,539.00 ", -   ," 7,690.00 ", 569.00 , 401.00 , 150.00 , 20.00 , 40.00 , 70.00 , 60.00 
2673,Zaki | زاكي," 8,660.00 "," 269,176.00 ", 63.00 ,Saudi Arabia (SA),Sports,2015, -   , 77.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 265,968.00 "," 3,208.00 ", -   , -   , -   , -   , -   , -   ," 5,780.00 "," 2,930.00 ", 50.00 
2674,Lukas Ekers," 8,650.00 "," 1,286,116.00 ", 11.00 ,Saudi Arabia (SA),general,2014, -   , 599.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   ," 1,258,180.00 "," 17,768.00 "," 10,168.00 ", -   , -   , -   , -   , -   , -   ," 8,710.00 ", 30.00 , 30.00 
2675,هسترهه Hsstrah L," 8,640.00 "," 301,437.00 ", 112.00 ,Saudi Arabia (SA),Gaming,2012, -   , 128.00 , -   , -   , -   , -   , -   , -   ," 259,081.00 "," 14,117.00 "," 13,722.00 "," 10,077.00 "," 4,440.00 ", -   , -   , -   , -   ," 8,710.00 ", 50.00 , 10.00 , 10.00 , 20.00 
2676,Hamada Saad," 8,630.00 "," 5,791,131.00 ", 104.00 ,Saudi Arabia (SA),People & Blogs,2016, -   , 384.00 , -   , -   , -   ," 7,181,320.00 "," 6,356,945.00 "," 13,192,612.00 "," 424,206.00 "," 3,217,886.00 "," 1,679,629.00 "," 112,202.00 "," 11,555.00 ", -   ," 2,715.00 "," 2,715.00 ", -   , -   , -   ," 8,590.00 ", 90.00 , 50.00 
