,profile_name, subscriber , view , video ,country,category,since, last_subscriber_30 , last_view_30 , min_month_earnings , max_month_earnings , 2016_views , 2017_views , 2018_views , 2019_views , 2020_views , 2021_views , 2022_views , 2023_views , 2024_views , 2016_subscribers , 2017_subscribers , 2018_subscribers , 2019_subscribers , 2020_subscribers , 2021_subscribers , 2022_subscribers , 2023_subscribers , 2024_subscribers 
583,Dalia | داليا," 699,000.00 "," 467,962,850.00 ", 94.00 ,Saudi Arabia (SA),Music,2016," 6,000.00 "," 4,731,432.00 "," 1,770.00 "," 10,600.00 ", -   ," 18,483,336.00 "," 19,486,115.00 "," 66,334,094.00 "," 66,597,404.00 "," 127,603,601.00 "," 83,827,429.00 "," 44,637,386.00 "," 40,993,485.00 ", -   ," 62,864.00 "," 48,582.00 "," 145,554.00 "," 105,000.00 "," 167,000.00 "," 84,000.00 "," 47,000.00 "," 39,000.00 "
584,Spider X," 697,000.00 "," 2,158.00 ", 20.00 ,Saudi Arabia (SA),People & Blogs,2016," (1,000.00)", 20.00 , -   , -   ," 43,471.00 "," 12,936,639.00 "," 22,106,150.00 "," 17,984,975.00 "," 17,533,137.00 "," 9,660,000.00 "," 5,663,808.00 "," 3,047,797.00 "," 88,973,819.00 "," 1,437.00 "," 106,985.00 "," 174,291.00 "," 168,287.00 "," 114,000.00 "," 59,000.00 "," 28,000.00 "," 51,000.00 "," 6,000.00 "
585,بوستات كوميدية Hd," 696,000.00 "," 419,858,631.00 "," 2,448.00 ",Saudi Arabia (SA),People & Blogs,2017, -   ," 219,662.00 ", 82.00 , 494.00 , -   , -   ," 33,779,035.00 "," 40,907,563.00 "," 20,835,197.00 "," 15,033,730.00 "," 287,910,280.00 "," 5,596,464.00 "," 15,796,362.00 ", -   , -   ," 151,487.00 "," 199,513.00 "," 72,000.00 "," 26,000.00 "," 220,000.00 "," 2,000.00 "," 25,000.00 "
586,A Chic Thing," 692,000.00 "," 62,247,991.00 ", 545.00 ,Saudi Arabia (SA),Howto & Style,2013, -   ," 116,450.00 ", 43.00 , 262.00 ," 6,003,561.00 "," 7,574,899.00 "," 11,980,862.00 "," 10,595,641.00 "," 8,589,362.00 "," 8,862,197.00 "," 4,101,618.00 "," 2,326,004.00 "," 2,213,847.00 "," 116,046.00 "," 113,352.00 "," 180,489.00 "," 112,113.00 "," 73,000.00 "," 67,000.00 "," 21,000.00 "," 6,000.00 "," 3,000.00 "
587,Ssc Tv," 701,000.00 "," 155,921,559.00 "," 4,939.00 ",Saudi Arabia (SA),Entertainment,2021," 39,000.00 "," 12,990,453.00 "," 4,870.00 "," 29,200.00 ", -   , -   , -   , -   , -   ," 10,251,309.00 "," 16,902,815.00 "," 21,737,122.00 "," 107,030,313.00 ", -   , -   , -   , -   , -   ," 79,900.00 "," 54,100.00 "," 136,000.00 "," 431,000.00 "
588,Khalid Assiri," 692,000.00 "," 116,182,403.00 ", 131.00 ,Saudi Arabia (SA),Comedy,2014," 14,000.00 "," 5,974,421.00 "," 2,240.00 "," 13,400.00 ", -   ," 13,959,631.00 "," 39,974,941.00 "," 19,350,526.00 "," 6,663,120.00 "," 7,579,617.00 "," 2,359,819.00 "," 1,579,683.00 "," 24,715,066.00 ", -   ," 168,190.00 "," 342,395.00 "," 82,415.00 "," 10,000.00 "," 1,000.00 "," 4,000.00 "," 4,000.00 "," 98,000.00 "
589,Abdullah Reviews," 690,000.00 "," 138,942,194.00 ", 916.00 ,Saudi Arabia (SA),Gaming,2017," 11,000.00 "," 3,885,554.00 "," 1,460.00 "," 8,740.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 138,942,194.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 690,000.00 "
590,(دوبلاج عربي) حب خادع   Ishq Mein Marjawan," 690,000.00 "," 308,905,645.00 "," 2,881.00 ",Saudi Arabia (SA),general,2022," 13,000.00 "," 6,665,628.00 "," 2,500.00 "," 15,000.00 ", -   , -   , -   , -   , -   , -   , -   ," 184,651,051.00 "," 124,254,594.00 ", -   , -   , -   , -   , -   , -   , -   ," 430,000.00 "," 260,000.00 "
591,حقائق العصر," 686,000.00 "," 146,943,327.00 ", 843.00 ,Saudi Arabia (SA),Entertainment,2017," 1,000.00 "," 313,712.00 ", 117.00 , 705.00 , -   ," 117,238.00 "," 115,407.00 "," 5,798,975.00 "," 37,265,498.00 "," 55,973,033.00 "," 32,627,685.00 "," 9,255,311.00 "," 6,020,994.00 ", -   ," 1,696.00 "," 15,560.00 "," 56,144.00 "," 203,600.00 "," 254,000.00 "," 112,000.00 "," 23,000.00 "," 20,000.00 "
592,Movies Today," 683,000.00 "," 72,676,375.00 ", 353.00 ,Saudi Arabia (SA),Film & Animation,2018," 15,000.00 "," 5,435,670.00 "," 2,040.00 "," 12,200.00 ", -   , -   ," 25,843,618.00 "," 24,400,992.00 "," 24,696,087.00 "," 5,079,520.00 "," 37,098,831.00 "," 15,108,541.00 ", -   , -   , -   ," 99,786.00 "," 163,214.00 "," 181,000.00 "," 66,000.00 "," 135,000.00 "," 38,000.00 ", -   
593,محمد بن سليمان 𓂆," 683,000.00 "," 220,370.00 ", 2.00 ,Saudi Arabia (SA),Comedy,2016, -   , 28.00 , -   , -   , -   ," 58,440,743.00 "," 57,784,352.00 "," 14,490,984.00 "," 21,546,379.00 "," 10,377,820.00 "," 72,009,826.00 "," 162,283,971.00 "," 71,037.00 ", -   , -   , -   ," 523,000.00 "," 523,000.00 ", -   ," 694,000.00 "," 5,000.00 "," 6,000.00 "
594,Toyota Service Saudi," 681,000.00 "," 370,925,957.00 ", 227.00 ,Saudi Arabia (SA),Autos & Vehicles,2011," 2,000.00 "," 717,842.00 ", 269.00 ," 1,620.00 ", -   ," 73,317,767.00 "," 89,125,183.00 "," 91,890,836.00 "," 14,033,979.00 "," 25,000,729.00 "," 20,319,817.00 "," 50,467,950.00 "," 6,769,696.00 ", -   ," 244,901.00 "," 166,058.00 "," 151,041.00 "," 9,000.00 "," 45,000.00 "," 27,000.00 "," 27,000.00 "," 11,000.00 "
595,Amer Gaming," 681,000.00 "," 192,471,400.00 "," 1,146.00 ",Saudi Arabia (SA),People & Blogs,2017," 7,000.00 "," 2,599,621.00 ", 974.00 ," 5,850.00 ", -   ," 13,023,295.00 "," 43,938,607.00 "," 53,896,840.00 "," 2,661,380.00 "," 51,687,965.00 "," 82,232,304.00 "," 22,943,170.00 "," 35,204,279.00 ", -   ," 32,786.00 "," 156,748.00 "," 106,466.00 "," 3,000.00 "," 105,000.00 "," 85,000.00 "," 70,000.00 "," 128,000.00 "
